id,name,note,category,drop1_id,drop1_name,drop1_probability,drop2_id,drop2_name,drop2_probability
268,"Winter's Harbinger","LV: 53 | A powerful ice mage who can create blizzard conditions even in warm environments, freezing enemies solid<Char:$CapableCryomancer>
<Archetype: Elemental>
<Biome: Glacial Wastes, Tundra>
<Speed: 4>
<Movement: Approach>
<It: Un potente mago del ghiaccio che può creare condizioni di bufera di neve anche in ambienti caldi, congelando i nemici>",biological,0574,"Meat",1/3,0571,"Leather",1/5
269,"Consecrated Guardian","LV: 58 | A divine protector blessed by celestial powers, capable of healing allies and smiting undead with holy light<Char:$RadiantPaladin>
<Archetype: Humanoid>
<Biome: Forest, Grasslands, Necropolis, Plains, Ruins, Sewers>
<Speed: 3>
<Movement: Approach>
<It: Un protettore divino benedetto dai poteri celestiali, capace di curare gli alleati e colpire i non morti con la luce sacra>",biological,0574,"Meat",1/2,0571,"Leather",1/3
270,"Tempest Spirit","LV: 49 | A wind elemental that can form multiple miniature tornadoes to attack from all directions while remaining elusive<Char:$PowerfulDjinn>
<Archetype: Elemental>
<Biome: Secret Laboratory, Sky Isles, Spirit Realm>
<Speed: 4>
<Movement: Approach>
<It: Un elementale del vento che può formare più tornado in miniatura per attaccare da tutte le direzioni pur rimanendo sfuggente>",spirit,0579,"Arcane Essence",1/2,,"",
271,"Anguish Phantom","LV: 49 | A tormented spirit that feeds on emotional pain, inducing despair and draining vitality from those who succumb<Char:$UnholySkull>
<Archetype: Ghost>
<Biome: Secret Laboratory, Sky Isles, Spirit Realm>
<Speed: 5>
<Movement: Approach>
<It: Uno spirito tormentato che si nutre di dolore emotivo, inducendo disperazione e prosciugando la vitalità di coloro che soccombono.>",spirit,0579,"Arcane Essence",1/4,,"",
272,"Reality Bender","LV: 51 | A mystic who can manipulate perceptions, creating illusions so convincing they can cause physical harm<Char:$NovicePyromancer>
<Archetype: Voidspawn>
<Biome: Eldritch Dimension, Glacial Wastes, Sacred Grove, Tundra, Underdark>
<Speed: 3>
<Movement: Random>
<It: Un mistico che può manipolare le percezioni, creando illusioni così convincenti da poter causare danni fisici>",biological,0574,"Meat",1/4,,"",
273,"Virulent Slimefiend","LV: 60 | A highly evolved ooze with multiple nuclei that can divide and reform, each part capable of autonomous action<Char:$AcidOoze>
<Archetype: Slime>
<Biome: Cursed Lands, Sewers, Swamp>
<Speed: 2>
<Movement: Random>
<It: Un'embrione altamente evoluto con nuclei multipli che possono dividersi e riformarsi, ogni parte capace di azione autonoma>",slime,0577,"Oil Flask",1/5,0574,"Meat",1/6
274,"Iron Sentinel","LV: 61 | A magically animated suit of armor that can reform itself after taking damage, wielding enchanted weapons<Char:$HorseAutomaton>
<Archetype: Robot>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un'armatura animata magicamente che può riformarsi dopo aver subito danni, brandendo armi incantate>",mechanical,0581,"Quantum Core",1/10,,"",
275,"Living Monolith","LV: 64 | A sentient rock formation that can reshape its body at will, lashing out with stone tendrils and crushing pressure<Char:$StoneGolem>
<Archetype: Golem>
<Biome: Abandoned Mines, Caves, Highlands, Mountains>
<Speed: 2>
<Movement: Approach>
<It: Una formazione rocciosa senziente che può rimodellare il suo corpo a piacimento, sferzando con viticci di pietra e una pressione schiacciante>",golem,0566,"Titanium ingot",1/5,0565,"Steel ingot",1/4
276,"Jungle Stalker","LV: 51 | A venomous predator that can trigger hallucinations in its prey, making escape nearly impossible<Char:$PowerfulDjinn>
<Archetype: Beast>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un predatore velenoso che può scatenare allucinazioni nelle sue prede, rendendo la fuga quasi impossibile>",biological,0571,"Leather",1/3,,"",
277,"Bloodthirsty Crusader","LV: 54 | A fallen holy warrior who now feeds on life essence, wielding corrupted divine power alongside vampiric abilities<Char:$HolyCrusader>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un guerriero sacro caduto che ora si nutre di essenza vitale, brandendo un potere divino corrotto insieme ad abilità vampiriche>",biological,0573,"Bone",1/5,,"",
278,"Ethereal Devourer","LV: 49 | An incorporeal entity that consumes memories and emotions, leaving victims as empty husks<Char:$WarpSkull>
<Archetype: Ghost>
<Biome: Spirit Realm>
<Speed: 5>
<Movement: Approach>
<It: Un'entità incorporea che consuma ricordi ed emozioni, lasciando le vittime come involucri vuoti>",spirit,0579,"Arcane Essence",1/3,,"",
279,"Ocean Warlock","LV: 49 | A masterful water mage who commands fierce currents and can draw the moisture from living bodies<Char:$MerfolkAquamancer>
<Archetype: Humanoid>
<Biome: Deep Sea, Lake>
<Speed: 3>
<Movement: Approach>
<It: Un abile mago dell'acqua che controlla le correnti impetuose e può estrarre l'umidità dai corpi viventi>",biological,0573,"Bone",1/5,,"",
280,"Mountain Crusher","LV: 66 | A stone giant whose footsteps cause minor earthquakes and who can weaponize boulders with devastating force<Char:$StoneGiant>
<Archetype: Humanoid>
<Biome: Mountains, Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un gigante di pietra i cui passi causano piccoli terremoti e che può trasformare i massi in armi con una forza devastante>",biological,0574,"Meat",1/3,,"",
281,"Mind Manipulator","LV: 51 | A powerful telepath who can implant false memories and turn companions against each other<Char:$ElfEnchanter>
<Archetype: Humanoid>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un potente telepate che può impiantare falsi ricordi e mettere i compagni l'uno contro l'altro>",biological,0573,"Bone",1/5,,"",
282,"Defense Prototype","LV: 61 | An ancient mechanical guardian with rotating armor plates that adapt to different types of attacks<Char:$StoneGolem>
<Archetype: Robot>
<Biome: Abandoned Mines, Ancient Crypt, Caves, Highlands, Mountains, Ruins, Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un antico guardiano meccanico con piastre di armatura rotanti che si adattano a diversi tipi di attacchi>",mechanical,0584,"Battery Cell",1/5,,"",
283,"Toxic Amalgam","LV: 58 | A fusion of multiple slimes that can separate and recombine at will, each component possessing different toxins<Char:$MurkySlaad>
<Archetype: Slime>
<Biome: Forest, Grasslands, Plains, Sewers>
<Speed: 2>
<Movement: Random>
<It: Una fusione di più slime che possono separarsi e ricombinarsi a piacimento, ogni componente possiede tossine diverse>",slime,0574,"Meat",1/5,0577,"Oil Flask",1/4
284,"Permafrost Conjurer","LV: 51 | An ice mage who can create weapons and shields from frost, manipulating them with precise telekinetic control<Char:$IceHeart>
<Archetype: Humanoid>
<Biome: Glacial Wastes, Tundra>
<Speed: 3>
<Movement: Approach>
<It: Un mago del ghiaccio che può creare armi e scudi dal gelo, manipolandoli con un preciso controllo telecinetico>",biological,0574,"Meat",1/4,,"",
285,"Infernal Prodigy","LV: 49 | A young fire elemental with unusually developed powers, capable of creating precise flame constructs<Char:$FlameMagus>
<Archetype: Demon>
<Biome: Cursed Lands, Volcano>
<Speed: 4>
<Movement: Approach>
<It: Un giovane elementale del fuoco con poteri insolitamente sviluppati, capace di creare precise costruzioni di fiamma>",elemental,0578,"Acidic Solution",1/4,,"",
286,"Necrotic Champion","LV: 59 | A warrior who died in battle but refused to pass on, now fighting with supernatural strength and resilience<Char:$DeathKnight>
<Archetype: Undead>
<Biome: Caves, Necropolis, Urban>
<Speed: 2>
<Movement: Approach>
<It: Un guerriero morto in battaglia ma che si è rifiutato di morire, ora combatte con forza e resilienza soprannaturali>",biological,0573,"Bone",1/5,0571,"Leather",1/5
287,"Devoted Templar","LV: 57 | A holy warrior whose faith manifests as powerful defensive auras and smiting attacks against the unholy<Char:$ZealousPriest>
<Archetype: Humanoid>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un guerriero santo la cui fede si manifesta sotto forma di potenti aure difensive e attacchi devastanti contro gli empi.>",biological,0571,"Leather",1/4,,"",
288,"Venom Lord","LV: 53 | A master of poisons who has transformed his own body into a toxic vessel, exuding deadly vapors<Char:$MasterfulVenomancer>
<Archetype: Serpent>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Un maestro di veleni che ha trasformato il suo corpo in un contenitore tossico, emanando vapori mortali>",biological,0571,"Leather",1/4,0573,"Bone",1/4
289,"Midnight Hunter","LV: 54 | A specialized assassin who hunts magical creatures, using enchanted weapons that disrupt arcane abilities<Char:$SilentRangerI>
<Archetype: Ghost>
<Biome: Spirit Realm>
<Speed: 5>
<Movement: Approach>
<It: Un assassino specializzato che caccia creature magiche, usando armi incantate che interrompono le abilità arcane>",spirit,0579,"Arcane Essence",1/4,,"",
290,"Cyclone Master","LV: 48 | An air elemental that can compress itself into devastating wind blades or expand to create widespread chaos<Char:$GlowingWisp>
<Archetype: Elemental>
<Biome: Secret Laboratory, Sky Isles, Spirit Realm>
<Speed: 4>
<Movement: Approach>
<It: Un elementale dell'aria che può comprimersi in lame di vento devastanti o espandersi per creare un caos diffuso>",spirit,0579,"Arcane Essence",1/3,,"",
291,"Scorched Tyrant","LV: 61 | A fire-breathing reptilian beast with scale plates that radiate intense heat, setting nearby objects aflame<Char:$BullWyvern>
<Archetype: Elemental>
<Biome: Mountains, Volcano>
<Speed: 4>
<Movement: Approach>
<It: Una bestia rettiliana sputafuoco con piastre di scaglie che irradiano calore intenso, incendiando gli oggetti vicini>",biological,0574,"Meat",1/2,,"",
292,"Coral Enchantress","LV: 53 | A sea witch who commands aquatic creatures and can temporarily transform opponents into marine life<Char:$DryadHealer>
<Archetype: AquaticFish>
<Biome: Deep Sea, Forest, Sacred Grove>
<Speed: 3>
<Movement: Random>
<It: Una strega del mare che comanda le creature acquatiche e può trasformare temporaneamente gli avversari in creature marine.>",biological,0573,"Bone",1/5,0571,"Leather",1/3
293,"Nightmare Weaver","LV: 55 | A phantasmal entity that can manifest victims' deepest fears as temporary physical constructs<Char:$DastardlyCrusher>
<Archetype: Demon>
<Biome: Cursed Lands, Dreamscape>
<Speed: 4>
<Movement: Approach>
<It: Un'entità fantasmatica che può manifestare le paure più profonde delle vittime come costrutti fisici temporanei>",biological,0571,"Leather",1/4,0573,"Bone",1/4
294,"Forest's Vengeance","LV: 56 | A plant-animal hybrid that can rapidly grow thorny vines to entangle prey before injecting neurotoxins<Char:$CorruptedTreant>
<Archetype: Plant>
<Biome: Coastal, Forest>
<Speed: 3>
<Movement: Random>
<It: Un ibrido pianta-animale in grado di far crescere rapidamente viticci spinosi per intrappolare la preda prima di iniettare neurotossine>",plant,0576,"Herb extract",1/6,0575,"Plant matter",1/3
295,"Void Manipulator","LV: 53 | A cloaked spellcaster who can open brief portals to the void, unleashing chaotic energies that distort reality<Char:$WarpLord>
<Archetype: Voidspawn>
<Biome: Eldritch Dimension, Underdark>
<Speed: 3>
<Movement: Random>
<It: Un incantatore mascherato che può aprire brevi portali verso il vuoto, scatenando energie caotiche che distorcono la realtà>",biological,0571,"Leather",1/5,,"",
296,"Primal Guardian","LV: 63 | An ancient forest protector with bark-like skin that can command plants and vines to restrain intruders<Char:$GrizzledTreant>
<Archetype: Humanoid>
<Biome: Ancient Crypt, Forest, Ruins, Secret Laboratory>
<Speed: 3>
<Movement: Approach>
<It: Un antico protettore della foresta con una pelle simile alla corteccia che può comandare piante e viti per trattenere gli intrusi>",biological,0573,"Bone",1/4,0574,"Meat",1/4
297,"Divine Arbiter","LV: 57 | A celestial enforcer who judges the worthy and unworthy, wielding blinding light that can stun opponents<Char:$SwordArchon>
<Archetype: Humanoid>
<Biome: Plains>
<Speed: 3>
<Movement: Approach>
<It: Un esecutore celeste che giudica i degni e gli indegni, brandendo una luce accecante che può stordire gli avversari>",biological,0573,"Bone",1/4,,"",
298,"Paralytic Hunter","LV: 53 | A stealthy predator with barbed stingers that inject a potent neurotoxin, immobilizing prey for easy consumption<Char:$LethalScorpion>
<Archetype: Beast>
<Biome: Caves, Desert>
<Speed: 4>
<Movement: Approach>
<It: Un predatore furtivo con pungiglioni uncinati che iniettano una potente neurotossina, immobilizzando la preda per un facile consumo.>",biological,0571,"Leather",1/5,,"",
299,"Molten Juggernaut","LV: 68 | A massive elemental fusion of fire and earth that can hurl flaming boulders and create waves of scorching heat<Char:$GiganticJuggernaut>
<Archetype: Elemental>
<Biome: Plains>
<Speed: 4>
<Movement: Approach>
<It: Una massiccia fusione elementale di fuoco e terra che può scagliare massi infuocati e creare ondate di calore rovente>",biological,0571,"Leather",1/5,,"",
300,"Crimson Harbinger","LV: 57 | A winged demonic entity that breathes streams of wildfire and leaves a trail of burning embers in its wake<Char:$AncientMultihuedDragon>
<Archetype: Demon>
<Biome: Ancient Crypt, Cursed Lands, Highlands, Secret Laboratory>
<Speed: 4>
<Movement: Approach>
<It: Un'entità demoniaca alata che sputa flussi di fuoco e lascia una scia di braci ardenti al suo passaggio>",biological,0571,"Leather",1/5,,"",
301,"Fey Enchantress","LV: 50 | A woodland fairy with powerful charm magic who can turn nature itself against intruders in her domain<Char:$FlutteringPixie>
<Archetype: Humanoid>
<Biome: Secret Laboratory, Sky Isles>
<Speed: 3>
<Movement: Approach>
<It: Una fata dei boschi con una potente magia di fascino che può rivoltare la natura stessa contro gli intrusi nel suo dominio>",fairy,0580,"Ethereal Shard",1/4,,"",
302,"Tide Sculptor","LV: 51 | A master of water magic who can form precise aquatic constructs and control the moisture in the air<Char:$MerfolkJavelineer>
<Archetype: AquaticFish>
<Biome: Deep Sea, Lake, Secret Laboratory, Sky Isles>
<Speed: 3>
<Movement: Random>
<It: Un maestro della magia dell'acqua che può creare costruzioni acquatiche precise e controllare l'umidità nell'aria>",biological,0573,"Bone",1/5,,"",
303,"Corrosive Matrix","LV: 62 | A transparent cube of living acid that dissolves and absorbs anything it touches, growing in power with each consumption<Char:$GelatinousCube>
<Archetype: Slime>
<Biome: Sewers>
<Speed: 2>
<Movement: Random>
<It: Un cubo trasparente di acido vivo che dissolve e assorbe tutto ciò che tocca, aumentando la sua potenza ad ogni consumo>",slime,0577,"Oil Flask",1/3,0573,"Bone",1/6
304,"Star Caller","LV: 50 | A celestial mystic who can channel cosmic energy to create miniature stars that orbit and protect them<Char:$GloriousSeraph>
<Archetype: Humanoid>
<Biome: Sacred Grove>
<Speed: 3>
<Movement: Approach>
<It: Un mistico celeste che può incanalare l'energia cosmica per creare stelle in miniatura che orbitano attorno a loro e li proteggono>",biological,0574,"Meat",1/2,,"",
305,"Essence Leech","LV: 55 | A vampiric entity that drains not just blood but life force itself, growing stronger and faster with each successful attack<Char:$BloodthirstyCount>
<Archetype: Insectoid>
<Biome: Secret Laboratory>
<Speed: 3>
<Movement: Random>
<It: Un'entità vampirica che non solo prosciuga il sangue ma anche la forza vitale stessa, diventando più forte e veloce ad ogni attacco riuscito>",biological,0573,"Bone",1/4,0571,"Leather",1/4
306,"Bone Commander","LV: 58 | A skeletal warlord who can command lesser undead and whose ancient weapons cause wounds that resist magical healing<Char:$ZombieWarrior>
<Archetype: ConstructedUndead>
<Biome: Ancient Crypt, Desert, Necropolis>
<Speed: 3>
<Movement: Random>
<It: Un signore della guerra scheletrico che può comandare i non morti minori e le cui antiche armi causano ferite che resistono alla guarigione magica>",biological,0571,"Leather",1/5,,"",
307,"Winter's Herald","LV: 55 | A powerful frost mage who summons ice storms and can create temporary duplicates of themselves from snow<Char:$SkilledBattlemage>
<Archetype: Elemental>
<Biome: Caves, Glacial Wastes, Highlands, Sky Isles, Tundra>
<Speed: 4>
<Movement: Approach>
<It: Un potente mago del gelo che evoca tempeste di ghiaccio e può creare duplicati temporanei di se stesso dalla neve>",biological,0574,"Meat",1/4,,"",
